parada_id,equipo_id,fecha,hora_inicio_aprox,duracion_horas,tipo_parada,causa,costo_estimado_soles
PAR-005032,PC_EQ_04,2026-11-09,10:00,0.5,Correctiva,Atoro de mineral / obstrucción,596.0
PAR-006387,PC-EQ-08 ,2025-09-04,14:00,6.4,PREVENTIVA,Mantenimiento programado (plan anual),6451.0
PAR-003728,PCEQ01,2024-08-10,01:00,20.0,Correctiva,Atoro de mineral / obstrucción,42828.0
PAR-004179,PC-EQ-02	,19/07/2025,08:00,2.2, correctiva,Falla mecánica - desgaste de componente,4694.0
PAR-005339, PC-EQ-05,2025-08-24,15:00,6.8, correctiva,Falla eléctrica - motor/tablero,6677.0
PAR-005058,PC-EQ-04 ,2027-02-25,01:00,0.6,OPERATIVA,Corte de energía externo,
PAR-004562,PC_EQ_03,29/01/2026,13:00,5.8,CORRECTIVA,Falla eléctrica - motor/tablero,7360.0
PAR-005930,PC-EQ-06	,2027-08-12,09:00,4.9,Correctiva,Falla de lubricación,10149.0
PAR-004201,PC-EQ-02,22/09/2025,11:00,6.3,Preventiva ,Mantenimiento programado (plan anual),5340.0
PAR-006855, PC-EQ-09,25/08/2027,18:00,4.3,PREVENTIVA,Mantenimiento programado (plan anual),8135.0
PAR-003840,PC-EQ-01 ,2025-12-06,20:00,1.2,Correctiva,Rotura de faja/correa,1582.0
PAR-007125, PC-EQ-10,2026-06-18,18:00,2.3,Operativa,Condiciones climáticas adversas,856.0
PAR-003898,PC-EQ-01	,20/06/2026,18:00,2.4, operativa,Espera de insumos (reactivos/bolas de molienda),489.0
PAR-004498,PC_EQ_03,02/05/2025,09:00,2.7,Operativa,Falta de mineral en cancha,771.0
PAR-005413,PC-EQ-05	,22/03/2026,17:00,1.4,Operativa,Corte de energía externo,
PAR-004480,PC-EQ-03	,29/01/2025,06:00,14.4, correctiva,Falla mecánica - desgaste de componente,23172.0
PAR-003880,PC-EQ-01,2026-03-29,11:00,1.8,Correctiva ,,3887.0
PAR-005924,PCEQ06,2027-07-18,01:00,3.6,Correctiva,Falla mecánica - desgaste de componente,3722.0
PAR-004960, PC-EQ-04,25/04/2026,01:00,16.2,Correctiva,,28403.0
PAR-005966,PC-EQ-07	,2024-01-16,20:00,1.2, operativa,Espera de insumos (reactivos/bolas de molienda),351.0
PAR-006418,PC-EQ-08 ,13/01/2026,10:00,7.7,Preventiva ,Mantenimiento programado (plan anual),8551.0
PAR-006139,PC-EQ-07 ,16/10/2026,01:00,7.4,Correctiva,Falla de lubricación,14890.0
PAR-004432,pc-eq-03,29/04/2024,03:00,1.1,CORRECTIVA,Falla eléctrica - motor/tablero,1428.0
PAR-004922,PC-EQ-04 ,21/12/2025,03:00,18.9,CORRECTIVA,Falla eléctrica - motor/tablero,28277.0
PAR-006656,PC-EQ-09 ,2024-12-28,16:00,1.7,Correctiva ,Rotura de faja/correa,3056.0
PAR-004796,PCEQ04,13/11/2024,07:00,13.7,Correctiva,Falla eléctrica - motor/tablero,14886.0
PAR-005633, PC-EQ-06,07/02/2024,02:00,13.2, correctiva,Rotura de faja/correa,17699.0
PAR-007047,PC_EQ_10,2025-08-29,04:00,16.1, correctiva,Rotura de faja/correa,
PAR-004268, PC-EQ-02,2026-06-06,11:00,6.5,PREVENTIVA,Mantenimiento programado (plan anual),8154.0
PAR-004864,PC-EQ-04,17/06/2025,11:00,8.6,Preventiva,Mantenimiento programado (plan anual),10017.0
PAR-006031, PC-EQ-07,2025-02-12,08:00,0.8,Operativa,Espera de insumos (reactivos/bolas de molienda),382.0
PAR-006634,PC_EQ_09,2024-09-16,10:00,5.1,Preventiva,Mantenimiento programado (plan anual),9753.0
PAR-006912,PC_EQ_10,2024-04-14,12:00,7.1,PREVENTIVA,Mantenimiento programado (plan anual),12158.0
PAR-005587,pc-eq-05,15/09/2027,11:00,1.2, correctiva,Falla mecánica - desgaste de componente,2572.0
PAR-005837,PCEQ06,08/07/2026,08:00,2.4,Operativa,Falta de mineral en cancha,1324.0
PAR-004604,PC-EQ-03	,2026-08-19,16:00,5.4,PREVENTIVA,Mantenimiento programado (plan anual),9715.0
PAR-005485, PC-EQ-05,2026-10-17,04:00,17.1,Correctiva,Falla mecánica - desgaste de componente,32035.0
PAR-004082,PC-EQ-02 ,30/05/2024,00:00,1.3,Operativa ,Espera de insumos (reactivos/bolas de molienda),281.0
PAR-007150,PC-EQ-10	,28/09/2026,12:00,4.9,Preventiva ,Mantenimiento programado (plan anual),10066.0
PAR-004006,PC-EQ-01	,2027-08-02,22:00,0.5, correctiva,Rotura de faja/correa,951.0
PAR-007026,PC-EQ-10	,2025-06-10,01:00,7.4,Preventiva,Mantenimiento programado (plan anual),10909.0
PAR-005002,PC-EQ-04,2026-08-26,00:00,16.4,CORRECTIVA,Rotura de faja/correa,
PAR-005923, PC-EQ-06,17/07/2027,00:00,17.6,Correctiva,Falla de lubricación,19866.0
PAR-005128, PC-EQ-04,2027-09-26,09:00,3.7,CORRECTIVA,,
PAR-006354,pc-eq-08,2025-05-07,08:00,3.9, correctiva,Falla mecánica - desgaste de componente,4712.0
PAR-006565,PC-EQ-08,29/08/2027,09:00,5.1,Preventiva,Mantenimiento programado (plan anual),4975.0
PAR-004393,PC-EQ-02,2027-10-23,09:00,8.7,CORRECTIVA,Falla mecánica - desgaste de componente,15299.0
PAR-006447,pc-eq-08,2026-05-18,13:00,4.6,Correctiva,Falla eléctrica - motor/tablero,5931.0
PAR-004508,PC-EQ-03	,11/06/2025,14:00,0.5,Correctiva,Falla mecánica - desgaste de componente,993.0
PAR-004975,PC-EQ-04,2026-06-09,02:00,19.1,CORRECTIVA,Rotura de faja/correa,33184.0
PAR-003900,PC-EQ-01 ,25/06/2026,19:00,2.3,Correctiva ,Falla eléctrica - motor/tablero,3939.0
PAR-007132,PC-EQ-10,13/07/2026,10:00,9.5,Correctiva ,Atoro de mineral / obstrucción,11307.0
PAR-006273, PC-EQ-08,2024-06-19,02:00,8.8,Preventiva,Mantenimiento programado (plan anual),14031.0
PAR-005803, PC-EQ-06,23/02/2026,11:00,4.2,Preventiva,Mantenimiento programado (plan anual),6978.0
PAR-006538,pc-eq-08,2027-04-09,08:00,1.5,OPERATIVA,Corte de energía externo,688.0
PAR-004429,PC-EQ-03	,2024-04-05,10:00,5.9,PREVENTIVA,Mantenimiento programado (plan anual),6631.0
PAR-005131,pc-eq-04,2027-10-11,07:00,1.7,Operativa,Condiciones climáticas adversas,869.0
PAR-005412,PC-EQ-05 ,2026-03-17,10:00,12.7, correctiva,Falla mecánica - desgaste de componente,23488.0
PAR-006973,pc-eq-10,2024-11-22,04:00,6.7,Correctiva,Falla eléctrica - motor/tablero,10960.0
PAR-004226,PC-EQ-02,13/01/2026,10:00,0.5,CORRECTIVA,Falla de lubricación,901.0
PAR-005020, PC-EQ-04,2026-10-19,13:00,6.6,Preventiva ,Mantenimiento programado (plan anual),11766.0
PAR-006477,PC-EQ-08 ,2026-09-15,01:00,3.2,CORRECTIVA,Falla eléctrica - motor/tablero,6772.0
PAR-006245,PC-EQ-08,25/02/2024,03:00,20.0,CORRECTIVA,Atoro de mineral / obstrucción,39602.0
PAR-004271,PCEQ02,2026-06-20,08:00,0.5, correctiva,Falla mecánica - desgaste de componente,557.0
PAR-004221,PCEQ02,2026-01-04,18:00,4.1,Preventiva,Mantenimiento programado (plan anual),5233.0
PAR-004793,pc-eq-04,2024-11-04,12:00,3.5,Correctiva,Rotura de faja/correa,6898.0
PAR-004530,PC-EQ-03	,2025-10-05,21:00,0.6,Operativa,Condiciones climáticas adversas,280.0
PAR-004532,PCEQ03,19/10/2025,02:00,1.4,Operativa,Falta de mineral en cancha,538.0
PAR-003928,pc-eq-01,18/10/2026,03:00,5.9,Preventiva,Mantenimiento programado (plan anual),6306.0
PAR-005427,PC_EQ_05,2026-04-18,00:00,20.0,Correctiva,Falla de lubricación,31430.0
PAR-004021,PC_EQ_01,2027-09-12,11:00,5.9,CORRECTIVA,Rotura de faja/correa,10896.0
PAR-006172,pc-eq-07,2027-03-01,10:00,5.5, preventiva,Mantenimiento programado (plan anual),6604.0
PAR-006848,pc-eq-09,2027-07-22,13:00,2.0,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),1109.0
PAR-005261,PC-EQ-05	,13/12/2024,04:00,10.9,Correctiva,Atoro de mineral / obstrucción,14389.0
PAR-004408,PC-EQ-03,03/01/2024,06:00,2.4,Correctiva ,,2197.0
PAR-003890, PC-EQ-01,2026-05-11,11:00,5.7,Preventiva,Mantenimiento programado (plan anual),4582.0
PAR-006518, PC-EQ-08,2027-01-30,19:00,3.0, correctiva,Atoro de mineral / obstrucción,6000.0
PAR-007177,pc-eq-10,17/01/2027,01:00,4.2,Preventiva ,Mantenimiento programado (plan anual),6548.0
PAR-004717,PC-EQ-04,2024-04-03,06:00,8.6,Preventiva,Mantenimiento programado (plan anual),9055.0
PAR-004463,PC_EQ_03,23/10/2024,14:00,1.7,Operativa ,,880.0
PAR-006384,PC-EQ-08	,2025-08-27,09:00,9.1,Correctiva ,Falla elÃ©ctrica - motor/tablero,7894.0
PAR-004629,pc-eq-03,2027-01-10,09:00,0.5, operativa,,244.0
PAR-004454,PC-EQ-03	,2024-08-22,16:00,4.7,Correctiva ,Atoro de mineral / obstrucción,7426.0
PAR-005275,PC-EQ-05,28/01/2025,16:00,1.3,Operativa ,Espera de insumos (reactivos/bolas de molienda),502.0
PAR-004495,PC-EQ-03 ,2025-04-15,09:00,7.3,Preventiva,Mantenimiento programado (plan anual),11800.0
PAR-003924, PC-EQ-01,2026-09-28,05:00,7.9,Preventiva,,12676.0
PAR-003959,pc-eq-01,2027-02-27,02:00,7.6,Correctiva ,Falla eléctrica - motor/tablero,11589.0
PAR-005942,PC-EQ-06,28/09/2027,08:00,1.3,OPERATIVA,Condiciones climáticas adversas,346.0
PAR-006785,PC-EQ-09,30/08/2026,09:00,0.5,Correctiva,Rotura de faja/correa,402.0
PAR-006228,pc-eq-07,12/12/2027,19:00,2.4, operativa,Espera de insumos (reactivos/bolas de molienda),862.0
PAR-005902,PC-EQ-06 ,2027-03-31,03:00,20.0,CORRECTIVA,Falla eléctrica - motor/tablero,22551.0
PAR-004908,PC-EQ-04 ,2025-11-13,00:00,16.7,CORRECTIVA,Falla eléctrica - motor/tablero,20973.0
PAR-003742,PC-EQ-01	,2024-10-02,15:00,6.9,Correctiva ,Falla mecánica - desgaste de componente,15008.0
PAR-005663,PC-EQ-06,2024-06-17,04:00,8.3,Correctiva,Falla eléctrica - motor/tablero,9382.0
PAR-004701, PC-EQ-04,2024-02-10,02:00,15.7,Correctiva,Rotura de faja/correa,26064.0
PAR-004135,PC-EQ-02	,02/01/2025,10:00,6.5,Preventiva,Mantenimiento programado (plan anual),12010.0
PAR-005257,pc-eq-05,2024-12-02,13:00,7.6,Preventiva ,Mantenimiento programado (plan anual),6285.0
PAR-005907, PC-EQ-06,2027-04-20,05:00,5.5,Correctiva,Falla eléctrica - motor/tablero,8210.0
PAR-005136, PC-EQ-04,2027-10-21,03:00,20.0,Correctiva ,Falla eléctrica - motor/tablero,30628.0
PAR-006915,PC-EQ-10,2024-04-23,10:00,12.3,Correctiva,Falla eléctrica - motor/tablero,19714.0
PAR-004658,PC-EQ-03 ,2027-07-22,17:00,1.1,OPERATIVA,Condiciones climáticas adversas,234.0
PAR-004239,pc-eq-02,12/02/2026,09:00,8.1,Preventiva,Mantenimiento programado (plan anual),15082.0
PAR-004994,PC-EQ-04 ,2026-08-09,12:00,5.4,CORRECTIVA,Atoro de mineral / obstrucción,9718.0
PAR-004948,PCEQ04,11/03/2026,00:00,11.6,Correctiva ,,9351.0
PAR-006401, PC-EQ-08,2025-11-04,07:00,6.8,PREVENTIVA,Mantenimiento programado (plan anual),11309.0
PAR-004202,PC-EQ-02 ,2025-09-29,18:00,4.2,CORRECTIVA,Falla de lubricación,5548.0
PAR-003781,PCEQ01,2025-02-27,00:00,13.9,Correctiva ,Falla eléctrica - motor/tablero,20257.0
PAR-007015,pc-eq-10,01/05/2025,04:00,8.3,Preventiva ,Mantenimiento programado (plan anual),15743.0
PAR-005931,PC-EQ-06	,18/08/2027,00:00,0.6, correctiva,Falla de lubricación,1009.0
PAR-007004,PC-EQ-10	,2025-03-27,20:00,1.0,Operativa,Falta de mineral en cancha,475.0
PAR-004578, PC-EQ-03,2026-04-20,02:00,18.0,Correctiva ,Atoro de mineral / obstrucción,18370.0
PAR-003696,pc-eq-01,2024-03-15,14:00,1.3,Correctiva ,Rotura de faja/correa,1407.0
PAR-005575,pc-eq-05,03/08/2027,00:00,20.0,Correctiva,Falla eléctrica - motor/tablero,42806.0
PAR-007103,PC_EQ_10,05/04/2026,22:00,0.5,CORRECTIVA,Falla de lubricación,1056.0
PAR-006345,PC-EQ-08	,2025-04-09,06:00,3.5,Correctiva ,Rotura de faja/correa,5364.0
PAR-006350,pc-eq-08,2025-04-18,02:00,20.0,Correctiva,Falla eléctrica - motor/tablero,16057.0
PAR-003860,PC-EQ-01 ,27/01/2026,04:00,10.8,Correctiva,Atoro de mineral / obstrucción,23129.0
PAR-006694,PC-EQ-09 ,2025-07-14,05:00,1.8,Correctiva ,Rotura de faja/correa,2474.0
PAR-004511,PC_EQ_03,02/07/2025,00:00,18.7,Correctiva ,Atoro de mineral / obstrucción,37995.0
PAR-006170,PC_EQ_07,22/02/2027,20:00,2.3,Operativa,,1032.0
PAR-006061,PC-EQ-07	,2025-07-27,16:00,5.4,Correctiva,Falla mecánica - desgaste de componente,8008.0
PAR-004937,PC_EQ_04,2026-02-07,03:00,15.0,Correctiva,Rotura de faja/correa,15147.0
PAR-005677,PC-EQ-06	,2024-08-11,03:00,20.0,Correctiva,Falla mecánica - desgaste de componente,41963.0
PAR-005191,PCEQ05,2024-05-18,01:00,20.0,CORRECTIVA,Atoro de mineral / obstrucción,38387.0
PAR-004057,pc-eq-02,2024-02-19,03:00,5.2, preventiva,Mantenimiento programado (plan anual),11022.0
PAR-003842, PC-EQ-01,12/12/2025,09:00,4.9,PREVENTIVA,Mantenimiento programado (plan anual),9864.0
PAR-003784,pc-eq-01,13/03/2025,08:00,5.2,CORRECTIVA,Falla mecánica - desgaste de componente,4622.0
PAR-005607,PC-EQ-05,2027-11-20,02:00,4.0,Correctiva,,3301.0
PAR-006993,PC_EQ_10,16/02/2025,17:00,1.8,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),852.0
PAR-003823,PC_EQ_01,2025-09-22,10:00,8.2,Preventiva,Mantenimiento programado (plan anual),8542.0
PAR-006444,PC-EQ-08 ,11/05/2026,06:00,8.2,Preventiva ,Mantenimiento programado (plan anual),8562.0
PAR-004254,PC_EQ_02,2026-04-13,10:00,5.8,CORRECTIVA,Rotura de faja/correa,8934.0
PAR-004497,PCEQ03,2025-04-21,14:00,1.5,Operativa ,Corte de energía externo,579.0
PAR-003807,PC-EQ-01 ,2025-07-29,14:00,7.1, preventiva,,13819.0
PAR-004731,PC-EQ-04,2024-05-05,03:00,20.0,Correctiva,Atoro de mineral / obstrucción,26873.0
PAR-005480,PC_EQ_05,2026-10-01,12:00,9.0,CORRECTIVA,Falla eléctrica - motor/tablero,14978.0
PAR-006566,PC-EQ-08 ,2027-08-31,04:00,16.1,CORRECTIVA,Falla eléctrica - motor/tablero,23367.0
PAR-003805,PCEQ01,10/07/2025,09:00,7.7,PREVENTIVA,Mantenimiento programado (plan anual),9051.0
PAR-005352,PC_EQ_05,2025-10-13,01:00,8.2,PREVENTIVA,Mantenimiento programado (plan anual),
PAR-004095, PC-EQ-02,2024-07-08,09:00,8.0,Preventiva,Mantenimiento programado (plan anual),12521.0
PAR-004029, PC-EQ-01,28/10/2027,05:00,16.3,Correctiva,Falla de lubricación,30889.0
PAR-003919,PC-EQ-01 ,04/09/2026,10:00,9.8,Correctiva ,Falla de lubricación,20368.0
PAR-004956, PC-EQ-04,2026-04-19,07:00,12.3,CORRECTIVA,Falla mecánica - desgaste de componente,15547.0
PAR-006318,PC_EQ_08,13/12/2024,09:00,6.0,Correctiva,Falla mecánica - desgaste de componente,5818.0
PAR-006316,PC-EQ-08	,2024-12-09,03:00,2.7,OPERATIVA,,1025.0
PAR-004347,PCEQ02,2027-04-13,03:00,12.5,Correctiva,Falla eléctrica - motor/tablero,13318.0
PAR-005137,PC-EQ-04 ,2027-10-22,03:00,20.0, correctiva,Falla de lubricación,
PAR-006581,PC-EQ-08,27/10/2027,01:00,19.7,Correctiva,Atoro de mineral / obstrucción,23963.0
PAR-005083,pc-eq-04,2027-05-21,16:00,0.9,CORRECTIVA,Atoro de mineral / obstrucción,1402.0
PAR-005774,PC-EQ-06	,23/10/2025,03:00,5.4,CORRECTIVA,Falla de lubricación,5868.0
PAR-006215, PC-EQ-07,2027-09-11,11:00,5.2,Correctiva,Falla mecánica - desgaste de componente,4668.0
PAR-003972, PC-EQ-01,03/04/2027,13:00,1.2,Correctiva,Falla eléctrica - motor/tablero,1237.0
PAR-004472,PCEQ03,2024-12-13,09:00,2.7,Correctiva ,Rotura de faja/correa,5337.0
PAR-005477,PC-EQ-05 ,2026-09-24,09:00,-9.3,Correctiva,Atoro de mineral / obstrucción,15054.0
PAR-007195,pc-eq-10,2027-03-30,01:00,8.4,PREVENTIVA,Mantenimiento programado (plan anual),12262.0
PAR-005132,PC-EQ-04	,15/10/2027,00:00,3.8,CORRECTIVA,Falla mecánica - desgaste de componente,5745.0
PAR-006580,PCEQ08,27/10/2027,20:00,1.3, operativa,Espera de insumos (reactivos/bolas de molienda),678.0
PAR-006971,PC-EQ-10	,13/11/2024,14:00,2.0,Operativa,Corte de energía externo,958.0
PAR-005414,PC_EQ_05,29/03/2026,13:00,5.8, preventiva,Mantenimiento programado (plan anual),12677.0
PAR-003838,PC-EQ-01 ,2025-12-03,03:00,12.2,CORRECTIVA,Falla de lubricación,16662.0
PAR-005655, PC-EQ-06,2024-05-17,12:00,8.3,PREVENTIVA,Mantenimiento programado (plan anual),9936.0
PAR-005684,PC-EQ-06	,09/09/2024,10:00,5.8,CORRECTIVA,Atoro de mineral / obstrucción,7691.0
PAR-005354,PC-EQ-05	,25/10/2025,09:00,8.2,Correctiva,Atoro de mineral / obstrucción,17707.0
PAR-005688,PC-EQ-06 ,29/09/2024,12:00,7.9,Preventiva,Mantenimiento programado (plan anual),16478.0
PAR-004487,PCEQ03,20/02/2025,03:00,13.1,Correctiva ,Falla de lubricación,26735.0
PAR-003713,PCEQ01,2024-06-16,15:00,1.0,OPERATIVA,Falta de mineral en cancha,386.0
PAR-007234,pc-eq-10,11/09/2027,04:00,5.9,PREVENTIVA,Mantenimiento programado (plan anual),4857.0
PAR-005468,PC-EQ-05,2026-08-10,17:00,1.7,Operativa,Espera de insumos (reactivos/bolas de molienda),351.0
PAR-005017,PC-EQ-04 ,2026-10-06,01:00,20.0,Correctiva ,Falla de lubricación,35144.0
PAR-006083,pc-eq-07,27/11/2025,08:00,1.3,Correctiva,Falla de lubricación,1503.0
PAR-005047,pc-eq-04,2027-01-15,14:00,8.4,Preventiva,Mantenimiento programado (plan anual),16627.0
PAR-006163,pc-eq-07,2027-01-30,21:00,1.4,Operativa ,Corte de energía externo,622.0
PAR-006617,PC-EQ-09 ,2024-05-26,05:00,0.7, operativa,Falta de mineral en cancha,155.0
PAR-004119, PC-EQ-02,2024-10-27,05:00,7.1,Preventiva,Mantenimiento programado (plan anual),14188.0
PAR-005370,PC-EQ-05	,2025-12-03,20:00,1.3,Operativa ,Falta de mineral en cancha,520.0
PAR-004039,PC_EQ_01,05/12/2027,03:00,8.5,Correctiva ,Rotura de faja/correa,13569.0
PAR-005863, PC-EQ-06,2026-11-04,01:00,6.6,Preventiva,Mantenimiento programado (plan anual),12425.0
PAR-006721,PC_EQ_09,25/11/2025,14:00,4.8,Preventiva ,Mantenimiento programado (plan anual),5755.0
PAR-004681,PC_EQ_03,19/11/2027,19:00,2.3,Correctiva,Rotura de faja/correa,4908.0
PAR-003987,PC_EQ_01,2027-05-30,01:00,16.2,CORRECTIVA,Falla de lubricación,17081.0
PAR-005023,PCEQ04,2026-10-22,00:00,2.6,Operativa,Espera de insumos (reactivos/bolas de molienda),1008.0
PAR-006225, PC-EQ-07,30/11/2027,00:00,4.6,Preventiva,Mantenimiento programado (plan anual),
PAR-004649,pc-eq-03,23/05/2027,16:00,2.1,Operativa ,Espera de insumos (reactivos/bolas de molienda),681.0
PAR-005397,PC-EQ-05	,2026-02-14,00:00,20.0,CORRECTIVA,Falla eléctrica - motor/tablero,25327.0
PAR-006284, PC-EQ-08,2024-07-21,15:00,0.5,Correctiva,Atoro de mineral / obstrucción,527.0
PAR-004100, PC-EQ-02,2024-07-26,15:00,7.8, preventiva,Mantenimiento programado (plan anual),14449.0
PAR-005616,PC-EQ-05,2027-12-13,00:00,20.0,CORRECTIVA,Rotura de faja/correa,33842.0
PAR-003954, PC-EQ-01,2027-01-24,06:00,5.6,Preventiva,Mantenimiento programado (plan anual),7147.0
PAR-005953,PCEQ06,2027-11-07,15:00,1.3,Operativa,Condiciones climáticas adversas,561.0
PAR-006693,pc-eq-09,2025-07-14,08:00,2.8,Operativa,Espera de insumos (reactivos/bolas de molienda),1334.0
PAR-005407,PC-EQ-05	,2026-03-09,06:00,10.5, correctiva,Atoro de mineral / obstrucciÃ³n,22898.0
PAR-005648,PC-EQ-06,2024-04-25,10:00,10.0, correctiva,Falla eléctrica - motor/tablero,15282.0
PAR-004219,PC_EQ_02,29/12/2025,16:00,2.1, correctiva,Atoro de mineral / obstrucción,3050.0
PAR-005014, PC-EQ-04,2026-09-28,11:00,0.8,Operativa,Falta de mineral en cancha,207.0
PAR-005139, PC-EQ-04,2027-10-29,10:00,6.2,Preventiva ,Mantenimiento programado (plan anual),9107.0
PAR-005900, PC-EQ-06,2027-03-27,20:00,1.8,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),581.0
PAR-004765,PCEQ04,10/08/2024,03:00,20.0,CORRECTIVA,Falla de lubricación,18070.0
PAR-005416,PC-EQ-05,2026-03-30,06:00,1.6,OPERATIVA,,717.0
PAR-004414,PC_EQ_03,2024-01-21,12:00,1.5,Correctiva ,Atoro de mineral / obstrucción,2713.0
PAR-005038, PC-EQ-04,25/11/2026,11:00,11.2,Correctiva ,Rotura de faja/correa,19412.0
PAR-005181, PC-EQ-05,2024-04-07,03:00,20.0, correctiva,Falla eléctrica - motor/tablero,32775.0
PAR-006417,PCEQ08,2026-01-11,14:00,1.8,Operativa ,Espera de insumos (reactivos/bolas de molienda),604.0
PAR-005855,PC-EQ-06	,2026-09-21,11:00,8.3,CORRECTIVA,Falla mecánica - desgaste de componente,17471.0
PAR-006916,PC-EQ-10,2024-04-24,02:00,7.6,Correctiva,Rotura de faja/correa,14931.0
PAR-003948,PC-EQ-01 ,2027-01-03,03:00,7.3,Preventiva ,Mantenimiento programado (plan anual),6835.0
PAR-006789,PC-EQ-09	,2026-09-19,03:00,6.0,Preventiva,Mantenimiento programado (plan anual),12767.0
PAR-005453,PC-EQ-05 ,2026-06-30,12:00,6.9, correctiva,Falla eléctrica - motor/tablero,7203.0
PAR-006120, PC-EQ-07,2026-06-22,15:00,4.1,Correctiva,Falla mecánica - desgaste de componente,8359.0
PAR-006449,PC-EQ-08 ,21/05/2026,10:00,0.8,Operativa,Corte de energía externo,382.0
PAR-003774,PC-EQ-01	,2025-02-14,00:00,6.5,Correctiva,Atoro de mineral / obstrucción,13623.0
PAR-004807,PC-EQ-04	,2024-12-16,18:00,1.7,Correctiva,Rotura de faja/correa,1419.0
PAR-004792,pc-eq-04,31/10/2024,03:00,4.7,Correctiva,Atoro de mineral / obstrucción,7368.0
PAR-006220,PCEQ07,2027-10-27,15:00,7.4,Preventiva ,Mantenimiento programado (plan anual),8106.0
PAR-007176,pc-eq-10,12/01/2027,04:00,4.6,Correctiva ,Falla eléctrica - motor/tablero,6041.0
PAR-005557, PC-EQ-05,2027-06-03,04:00,5.8,Preventiva,Mantenimiento programado (plan anual),5285.0
PAR-004492,PC_EQ_03,27/03/2025,10:00,7.8, preventiva,Mantenimiento programado (plan anual),15789.0
PAR-006938,PC-EQ-10,31/07/2024,05:00,15.8,Correctiva,Rotura de faja/correa,32655.0
PAR-003835,pc-eq-01,2025-11-21,09:00,8.8,Preventiva,Mantenimiento programado (plan anual),7232.0
PAR-003958,PC_EQ_01,15/02/2027,05:00,4.0,Correctiva ,Falla eléctrica - motor/tablero,7643.0
PAR-004730, PC-EQ-04,2024-04-30,00:00,18.0,Correctiva ,Atoro de mineral / obstrucción,30864.0
PAR-004517,PCEQ03,2025-07-30,11:00,5.4, preventiva,Mantenimiento programado (plan anual),9045.0
PAR-004109,PC-EQ-02,2024-08-31,14:00,8.4,Preventiva,,10461.0
PAR-006612,PC-EQ-09 ,25/04/2024,14:00,8.9, preventiva,Mantenimiento programado (plan anual),7860.0
PAR-004315, PC-EQ-02,2026-12-22,15:00,1.5,Correctiva,Falla de lubricaciÃ³n,2480.0
PAR-006639,PC-EQ-09,14/10/2024,04:00,0.9, operativa,Condiciones climáticas adversas,213.0
PAR-005605,PC-EQ-05 ,09/11/2027,09:00,7.0,Correctiva,Falla de lubricación,10053.0
PAR-004978,pc-eq-04,23/06/2026,12:00,0.6,Correctiva ,Falla de lubricación,811.0
PAR-004992, PC-EQ-04,2026-07-25,03:00,0.5,Correctiva,Falla de lubricación,
PAR-006609,PC-EQ-09,09/04/2024,17:00,4.8,Preventiva,Mantenimiento programado (plan anual),5894.0
PAR-005744,PCEQ06,2025-06-21,04:00,3.0,Operativa ,Falta de mineral en cancha,616.0
PAR-006353,PC_EQ_08,2025-05-01,02:00,5.0, preventiva,Mantenimiento programado (plan anual),10861.0
PAR-005338,PC-EQ-05	,2025-08-21,13:00,8.0,Correctiva,Atoro de mineral / obstrucción,12135.0
PAR-006435,pc-eq-08,03/04/2026,06:00,4.2,Correctiva ,Falla eléctrica - motor/tablero,5493.0
PAR-003847,PC-EQ-01,21/12/2025,12:00,0.9, operativa,Espera de insumos (reactivos/bolas de molienda),214.0
PAR-005330,PC-EQ-05,02/08/2025,17:00,2.9, operativa,Espera de insumos (reactivos/bolas de molienda),1362.0
PAR-004971,PC-EQ-04	,31/05/2026,07:00,7.5,PREVENTIVA,Mantenimiento programado (plan anual),15248.0
PAR-004345,PCEQ02,07/04/2027,16:00,4.4, correctiva,Falla eléctrica - motor/tablero,4854.0
PAR-005750, PC-EQ-06,21/07/2025,05:00,9.0,Preventiva ,Mantenimiento programado (plan anual),14614.0
PAR-004940,PC-EQ-04	,2026-02-20,19:00,1.5,OPERATIVA,Corte de energía externo,532.0
PAR-006874,pc-eq-09,2027-11-21,03:00,17.6,Correctiva ,Falla de lubricación,17397.0
PAR-003788,pc-eq-01,2025-04-04,05:00,7.7,Preventiva,,12465.0
PAR-006543,pc-eq-08,07/05/2027,14:00,6.7,Preventiva ,Mantenimiento programado (plan anual),8259.0
PAR-007050, PC-EQ-10,2025-09-07,05:00,16.4,CORRECTIVA,Falla eléctrica - motor/tablero,35181.0
PAR-006798,PC-EQ-09 ,2026-10-29,08:00,8.7,PREVENTIVA,Mantenimiento programado (plan anual),18583.0
PAR-005167,pc-eq-05,2024-02-18,19:00,1.5,Operativa ,Corte de energía externo,809.0
PAR-006882,pc-eq-09,13/12/2027,05:00,2.9,Operativa ,Condiciones climáticas adversas,861.0
PAR-006614,PC-EQ-09	,2024-05-09,12:00,7.0,Preventiva,Mantenimiento programado (plan anual),10632.0
PAR-006394, PC-EQ-08,23/09/2025,00:00,1.6,Operativa,Falta de mineral en cancha,868.0
PAR-006012,PC_EQ_07,23/10/2024,13:00,4.5,Preventiva,Mantenimiento programado (plan anual),5046.0
