parada_id,equipo_id,fecha,hora_inicio_aprox,duracion_horas,tipo_parada,causa,costo_estimado_soles,planta
PAR-009827,PS-EQ-08	,2026-04-24,00:00:00,5.3,PREVENTIVA,Mantenimiento programado (plan anual),10623.0,PS
PAR-010383,PS-EQ-10 ,2026-01-26,05:00:00,4.3, correctiva,Falla de lubricación,4593.0,PS
PAR-007427,PS-EQ-01,2025-12-23,15:00:00,5.6,PREVENTIVA,Mantenimiento programado (plan anual),4778.0,PS
PAR-008645,PSEQ05,2024-06-28,07:00:00,7.1,Preventiva,Mantenimiento programado (plan anual),9218.0,PS
PAR-010064,PS_EQ_09,2025-05-15,09:00:00,13.1,Correctiva ,Rotura de faja/correa,17235.0,PS
PAR-007863,PSEQ02,2026-10-13,10:00:00,7.3,Preventiva,Mantenimiento programado (plan anual),10036.0,PS
PAR-009486,PS-EQ-07 ,2026-02-24,02:00:00,4.8,Preventiva,Mantenimiento programado (plan anual),5676.0,PS
PAR-009862,PS_EQ_08,2026-09-19,03:00:00,6.8,Preventiva ,Mantenimiento programado (plan anual),6060.0,PS
PAR-010202,ps-eq-09,2027-05-13,03:00:00,0.6,Operativa ,Falta de mineral en cancha,262.0,PS
PAR-007425,ps-eq-01,2025-12-21,01:00:00,0.6,OPERATIVA,Condiciones climáticas adversas,282.0,PS
PAR-009515,PS_EQ_07,2026-07-17,10:00:00,1.4,OPERATIVA,Corte de energía externo,771.0,PS
PAR-008766, PS-EQ-05,2025-10-28,09:00:00,-10.2,Correctiva,Falla eléctrica - motor/tablero,17666.0,PS
PAR-009324, PS-EQ-06,2027-11-07,07:00:00,0.6, correctiva,Falla de lubricación,1293.0,PS
PAR-007347,ps-eq-01,2025-01-20,02:00:00,0.5,Correctiva,,868.0,PS
PAR-008575,PS-EQ-04,2027-10-17,04:00:00,7.3,Preventiva,Mantenimiento programado (plan anual),10700.0,PS
PAR-007307,PS_EQ_01,2024-07-11,02:00:00,7.4,Correctiva ,Rotura de faja/correa,16169.0,PS
PAR-009315,PS-EQ-06,2027-10-02,17:00:00,0.5, operativa,Corte de energÃ­a externo,207.0,PS
PAR-008937,PS-EQ-05 ,2027-07-22,20:00:00,2.9,Correctiva,Falla mecánica - desgaste de componente,3166.0,PS
PAR-009167,PS-EQ-06,2026-02-08,03:00:00,13.0,Correctiva,Falla eléctrica - motor/tablero,21072.0,PS
PAR-009851,PS-EQ-08,2026-07-29,09:00:00,8.7,CORRECTIVA,Rotura de faja/correa,13436.0,PS
PAR-007750,PSEQ02,2025-08-19,00:00:00,4.2,Correctiva,Falla eléctrica - motor/tablero,5749.0,PS
PAR-007443,PSEQ01,2026-03-04,10:00:00,1.0, correctiva,Falla mecánica - desgaste de componente,1023.0,PS
PAR-010254,PS-EQ-10,2024-03-13,01:00:00,15.7,Correctiva,Falla eléctrica - motor/tablero,34142.0,PS
PAR-009191,PS_EQ_06,2026-05-13,04:00:00,7.1,Preventiva,Mantenimiento programado (plan anual),9192.0,PS
PAR-007688, PS-EQ-02,2025-01-05,15:00:00,1.3,OPERATIVA,Corte de energía externo,604.0,PS
PAR-007394,PS_EQ_01,2025-08-02,05:00:00,16.4,Correctiva,Rotura de faja/correa,32943.0,PS
PAR-008499,PSEQ04,2026-12-20,01:00:00,8.9,PREVENTIVA,Mantenimiento programado (plan anual),8941.0,PS
PAR-008828,PS_EQ_05,2026-06-04,04:00:00,11.7,CORRECTIVA,Atoro de mineral / obstrucción,19154.0,PS
PAR-009307,PS_EQ_06,2027-08-29,16:00:00,2.5,Operativa,Espera de insumos (reactivos/bolas de molienda),904.0,PS
PAR-008811,PS-EQ-05,2026-04-22,07:00:00,6.5,Correctiva,Atoro de mineral / obstrucción,9278.0,PS
PAR-007886,PSEQ02,2026-12-22,13:00:00,8.7,Preventiva,Mantenimiento programado (plan anual),17509.0,PS
PAR-007278,PS_EQ_01,2024-02-29,18:00:00,2.1, operativa,Espera de insumos (reactivos/bolas de molienda),886.0,PS
PAR-008834,PS-EQ-05 ,2026-07-03,07:00:00,9.0,Preventiva,Mantenimiento programado (plan anual),18714.0,PS
PAR-008154,PS-EQ-03 ,2026-09-22,16:00:00,6.5,Preventiva ,Mantenimiento programado (plan anual),10647.0,PS
PAR-008804,PS-EQ-05 ,2026-03-28,09:00:00,1.1,Operativa,Condiciones climÃ¡ticas adversas,358.0,PS
PAR-007857, PS-EQ-02,2026-10-02,11:00:00,10.9,CORRECTIVA,,21956.0,PS
PAR-008330,ps-eq-04,2025-01-24,16:00:00,3.3,Correctiva,Falla eléctrica - motor/tablero,5643.0,PS
PAR-010277,PS_EQ_10,2024-07-18,10:00:00,3.5,CORRECTIVA,Rotura de faja/correa,4829.0,PS
PAR-008846,ps-eq-05,2026-08-22,15:00:00,7.7,Correctiva ,Falla eléctrica - motor/tablero,11670.0,PS
PAR-007616,PS-EQ-02 ,2024-02-21,02:00:00,6.3,PREVENTIVA,Mantenimiento programado (plan anual),,PS
PAR-009522,PS-EQ-07,2026-08-20,06:00:00,8.6,Preventiva,Mantenimiento programado (plan anual),18084.0,PS
PAR-010351,PS-EQ-10,2025-08-07,01:00:00,8.8,PREVENTIVA,Mantenimiento programado (plan anual),11747.0,PS
PAR-009733,PSEQ08,2025-05-13,06:00:00,0.5,CORRECTIVA,Atoro de mineral / obstrucción,416.0,PS
PAR-008994,ps-eq-06,2024-04-19,04:00:00,6.9,Preventiva,Mantenimiento programado (plan anual),5774.0,PS
PAR-007311,PSEQ01,2024-07-24,11:00:00,7.4,Preventiva,Mantenimiento programado (plan anual),6142.0,PS
PAR-009011,PSEQ06,2024-06-03,00:00:00,7.5,PREVENTIVA,Mantenimiento programado (plan anual),,PS
PAR-009995,PS-EQ-09	,2024-05-27,01:00:00,2.6,Operativa,Condiciones climáticas adversas,1173.0,PS
PAR-010247,PS-EQ-10 ,2024-02-15,17:00:00,1.6, operativa,Corte de energía externo,785.0,PS
PAR-007906, PS-EQ-02,2027-04-02,14:00:00,8.4, correctiva,Falla mecánica - desgaste de componente,,PS
PAR-009141,PS_EQ_06,2025-10-31,18:00:00,4.4, correctiva,,6124.0,PS
PAR-007351,PS-EQ-01	,2025-02-08,00:00:00,20.0,Correctiva ,Falla de lubricación,40944.0,PS
PAR-007358,PS_EQ_01,2025-03-08,16:00:00,2.1,Operativa ,Corte de energía externo,943.0,PS
PAR-009337,PS_EQ_06,2027-12-30,09:00:00,3.3, correctiva,Atoro de mineral / obstrucción,6014.0,PS
PAR-009272,PS_EQ_06,2027-04-17,13:00:00,4.5,CORRECTIVA,Falla eléctrica - motor/tablero,8677.0,PS
PAR-010374, PS-EQ-10,2025-11-25,02:00:00,8.0,Preventiva,Mantenimiento programado (plan anual),11511.0,PS
PAR-008810,PS_EQ_05,2026-04-20,02:00:00,1.0,CORRECTIVA,Falla de lubricación,1340.0,PS
PAR-010217,PS-EQ-09 ,2027-09-01,02:00:00,2.2,Operativa,Espera de insumos (reactivos/bolas de molienda),,PS
PAR-008067,PS-EQ-03,2025-04-01,08:00:00,6.8,Preventiva,,7668.0,PS
PAR-008390,PS_EQ_04,2025-10-30,00:00:00,20.0,CORRECTIVA,Falla de lubricación,27230.0,PS
PAR-008774,PSEQ05,2025-12-04,08:00:00,2.7,Operativa ,Condiciones climáticas adversas,,PS
PAR-010213,PS_EQ_09,2027-07-28,06:00:00,16.1,CORRECTIVA,Falla de lubricación,25433.0,PS
PAR-007410,PS_EQ_01,2025-10-23,13:00:00,1.6,Operativa,Corte de energía externo,538.0,PS
PAR-010013,ps-eq-09,2024-09-17,00:00:00,6.8,Correctiva,Falla mecánica - desgaste de componente,7446.0,PS
PAR-010366,PSEQ10,2025-10-23,04:00:00,4.2,Correctiva,Falla eléctrica - motor/tablero,3629.0,PS
PAR-008378,PS-EQ-04	,2025-08-27,01:00:00,16.0,Correctiva ,Rotura de faja/correa,18962.0,PS
PAR-009636,PSEQ08,2024-03-21,03:00:00,1.6, correctiva,Falla eléctrica - motor/tablero,3139.0,PS
PAR-008852,PSEQ05,2026-09-06,15:00:00,0.6,Correctiva,Falla eléctrica - motor/tablero,1151.0,PS
PAR-008109,PS-EQ-03	,2025-12-02,10:00:00,2.4,CORRECTIVA,Falla mecánica - desgaste de componente,2830.0,PS
PAR-010303,PS-EQ-10	,2024-11-17,00:00:00,7.6,Correctiva ,Falla de lubricación,12947.0,PS
PAR-008984,PS-EQ-06	,2024-02-24,13:00:00,5.4,PREVENTIVA,Mantenimiento programado (plan anual),8033.0,PS
PAR-009856,ps-eq-08,2026-08-10,00:00:00,8.4, preventiva,Mantenimiento programado (plan anual),10424.0,PS
PAR-008282,PS-EQ-04,2024-07-21,12:00:00,3.4,Correctiva,Falla eléctrica - motor/tablero,4611.0,PS
PAR-007844, PS-EQ-02,2026-08-21,12:00:00,-0.5,Operativa ,Espera de insumos (reactivos/bolas de molienda),124.0,PS
PAR-008809,ps-eq-05,2026-04-16,11:00:00,2.1,Operativa,Espera de insumos (reactivos/bolas de molienda),585.0,PS
PAR-009563, PS-EQ-07,2027-04-06,19:00:00,0.9,Operativa,,496.0,PS
PAR-007469,ps-eq-01,2026-05-30,02:00:00,16.7,Correctiva,Falla de lubricación,19447.0,PS
PAR-008767,PSEQ05,2025-11-09,15:00:00,4.7,Preventiva,Mantenimiento programado (plan anual),9029.0,PS
PAR-010376,PS-EQ-10,2025-12-11,03:00:00,6.3,Preventiva ,Mantenimiento programado (plan anual),11073.0,PS
PAR-008543, PS-EQ-04,2027-05-24,02:00:00,20.0,CORRECTIVA,Falla eléctrica - motor/tablero,30138.0,PS
PAR-008728,ps-eq-05,2025-05-15,13:00:00,4.3,Correctiva ,Falla eléctrica - motor/tablero,6999.0,PS
PAR-010141, PS-EQ-09,2026-07-03,03:00:00,4.1,Preventiva ,Mantenimiento programado (plan anual),8338.0,PS
PAR-008654,ps-eq-05,2024-07-30,12:00:00,4.2,Correctiva,Rotura de faja/correa,5701.0,PS
PAR-009092,ps-eq-06,2025-03-26,11:00:00,8.1,CORRECTIVA,Atoro de mineral / obstrucción,12944.0,PS
PAR-010510,PS-EQ-10,2027-11-09,13:00:00,7.3,Correctiva,Rotura de faja/correa,6682.0,PS
PAR-008883, PS-EQ-05,2027-01-12,13:00:00,0.5,CORRECTIVA,Atoro de mineral / obstrucción,720.0,PS
PAR-008556,PS-EQ-04,2027-07-12,04:00:00,7.2,Preventiva ,Mantenimiento programado (plan anual),6763.0,PS
PAR-007306,PS-EQ-01	,2024-07-06,14:00:00,1.8,OPERATIVA,Condiciones climÃ¡ticas adversas,684.0,PS
PAR-007594,PSEQ01,2027-11-15,09:00:00,8.0, correctiva,Falla eléctrica - motor/tablero,10275.0,PS
PAR-007891,PS_EQ_02,2027-01-12,08:00:00,8.4,PREVENTIVA,Mantenimiento programado (plan anual),7790.0,PS
PAR-009480,PSEQ07,2026-01-27,20:00:00,1.9,CORRECTIVA,Falla eléctrica - motor/tablero,4153.0,PS
PAR-007486,PS-EQ-01 ,2026-07-24,02:00:00,18.4,Correctiva ,Atoro de mineral / obstrucción,35309.0,PS
PAR-008118,PS_EQ_03,2025-12-31,10:00:00,6.5,PREVENTIVA,Mantenimiento programado (plan anual),12099.0,PS
PAR-009063, PS-EQ-06,2024-12-19,02:00:00,20.0,Correctiva,Falla eléctrica - motor/tablero,20318.0,PS
PAR-009440,PS-EQ-07,2025-08-05,05:00:00,4.6,Preventiva ,Mantenimiento programado (plan anual),8199.0,PS
PAR-010235,PS_EQ_09,2027-12-28,15:00:00,2.9,Correctiva,Rotura de faja/correa,3875.0,PS
PAR-009482,PS-EQ-07	,2026-02-09,10:00:00,0.5,Correctiva,Falla mecánica - desgaste de componente,966.0,PS
PAR-007541, PS-EQ-01,2027-03-07,06:00:00,12.3,Correctiva ,Atoro de mineral / obstrucción,13573.0,PS
PAR-008844,PS-EQ-05	,2026-08-19,14:00:00,2.8, operativa,Espera de insumos (reactivos/bolas de molienda),674.0,PS
PAR-010253,ps-eq-10,2024-03-10,14:00:00,2.9,Operativa ,Espera de insumos (reactivos/bolas de molienda),1289.0,PS
PAR-010236,PSEQ09,2027-12-31,12:00:00,2.8,CORRECTIVA,Falla eléctrica - motor/tablero,5643.0,PS
PAR-007732,PS-EQ-02,2025-05-31,16:00:00,0.8,Correctiva ,Falla eléctrica - motor/tablero,1508.0,PS
PAR-009617, PS-EQ-08,2024-01-11,02:00:00,12.4,Correctiva,Falla mecánica - desgaste de componente,13717.0,PS
PAR-010177,PS-EQ-09,2027-01-02,15:00:00,2.1,Operativa ,Falta de mineral en cancha,1180.0,PS
PAR-007855, PS-EQ-02,2026-09-28,00:00:00,2.9,Operativa,Condiciones climáticas adversas,981.0,PS
PAR-008003,ps-eq-03,2024-04-14,13:00:00,5.5,Preventiva,Mantenimiento programado (plan anual),9791.0,PS
PAR-009124,PSEQ06,2025-08-22,11:00:00,7.9, preventiva,Mantenimiento programado (plan anual),15974.0,PS
PAR-007718,PS_EQ_02,2025-04-19,03:00:00,15.2,Correctiva,Falla mecánica - desgaste de componente,27132.0,PS
PAR-009331,PS-EQ-06	,2027-11-28,16:00:00,5.1,PREVENTIVA,Mantenimiento programado (plan anual),4535.0,PS
PAR-008065,PS-EQ-03 ,2025-03-25,01:00:00,2.0,Operativa ,Espera de insumos (reactivos/bolas de molienda),1119.0,PS
PAR-007305,PSEQ01,2024-07-05,17:00:00,5.4, preventiva,Mantenimiento programado (plan anual),6244.0,PS
PAR-008135,PS-EQ-03	,2026-05-22,00:00:00,6.4, correctiva,Atoro de mineral / obstrucción,9587.0,PS
PAR-009347,PSEQ07,2024-02-04,05:00:00,1.4,Correctiva ,Rotura de faja/correa,2579.0,PS
PAR-007596,PS-EQ-01	,2027-12-02,05:00:00,5.2,Preventiva,Mantenimiento programado (plan anual),4563.0,PS
PAR-009177,ps-eq-06,2026-03-14,09:00:00,1.2, correctiva,Falla mecánica - desgaste de componente,2022.0,PS
PAR-007753,PS-EQ-02 ,2025-09-06,09:00:00,0.8,OPERATIVA,Corte de energía externo,229.0,PS
PAR-009128,PS_EQ_06,2025-09-06,12:00:00,7.8,Preventiva ,Mantenimiento programado (plan anual),11981.0,PS
PAR-010298,PS_EQ_10,2024-11-10,03:00:00,3.9,CORRECTIVA,Falla de lubricación,6875.0,PS
PAR-008757,PS-EQ-05	,2025-09-17,09:00:00,0.5,Correctiva,Atoro de mineral / obstrucción,,PS
PAR-007773,PS-EQ-02	,2025-11-27,06:00:00,0.7,Operativa,Condiciones climÃ¡ticas adversas,353.0,PS
PAR-008314, PS-EQ-04,2024-11-29,14:00:00,5.1,Correctiva,Atoro de mineral / obstrucción,11072.0,PS
PAR-009882,PS-EQ-08 ,2026-12-22,11:00:00,1.3,OPERATIVA,Falta de mineral en cancha,488.0,PS
PAR-009434,PS-EQ-07 ,2025-06-29,14:00:00,2.6,CORRECTIVA,Atoro de mineral / obstrucción,3491.0,PS
PAR-008163,PS_EQ_03,2026-11-11,07:00:00,2.9,Correctiva,Falla de lubricación,3015.0,PS
PAR-008537,PSEQ04,2027-04-23,12:00:00,7.0,PREVENTIVA,Mantenimiento programado (plan anual),12115.0,PS
PAR-009314,ps-eq-06,2027-09-28,10:00:00,0.5,Correctiva ,Falla mecánica - desgaste de componente,436.0,PS
PAR-008323,PS-EQ-04,2025-01-09,01:00:00,6.3,CORRECTIVA,Atoro de mineral / obstrucción,11420.0,PS
PAR-008761,PS-EQ-05 ,2025-10-07,02:00:00,1.0,Operativa ,Espera de insumos (reactivos/bolas de molienda),236.0,PS
PAR-008563,PS_EQ_04,2027-08-31,00:00:00,2.5, correctiva,Rotura de faja/correa,2560.0,PS
PAR-008977,PS-EQ-06	,2024-01-01,10:00:00,2.0,Correctiva,,1829.0,PS
PAR-008229,ps-eq-03,2027-11-08,11:00:00,6.4, preventiva,,13689.0,PS
PAR-010375,PS-EQ-10	,2025-11-26,05:00:00,2.4,Correctiva,Falla eléctrica - motor/tablero,5235.0,PS
PAR-007846, PS-EQ-02,2026-08-31,07:00:00,-2.8,Correctiva,Atoro de mineral / obstrucción,5365.0,PS
PAR-009569,PS-EQ-07 ,2027-05-22,05:00:00,1.6,Operativa,Corte de energía externo,,PS
PAR-008959,ps-eq-05,2027-10-13,02:00:00,12.0,CORRECTIVA,Falla de lubricación,16478.0,PS
PAR-009109,PS-EQ-06	,2025-06-29,12:00:00,0.5,Correctiva ,Atoro de mineral / obstrucción,564.0,PS
PAR-007611,PS-EQ-02	,2024-01-29,01:00:00,3.1,Correctiva ,Falla eléctrica - motor/tablero,5045.0,PS
PAR-010304, PS-EQ-10,2024-11-26,06:00:00,4.7,Preventiva ,Mantenimiento programado (plan anual),6732.0,PS
PAR-007466, PS-EQ-01,2026-05-23,12:00:00,6.2, correctiva,Falla eléctrica - motor/tablero,9571.0,PS
PAR-008455,ps-eq-04,2026-06-11,20:00:00,2.5,Correctiva,Rotura de faja/correa,2380.0,PS
PAR-008661,PS-EQ-05 ,2024-08-23,07:00:00,9.2,CORRECTIVA,Falla de lubricación,17167.0,PS
PAR-009749,PSEQ08,2025-07-02,05:00:00,2.4,Operativa ,Condiciones climáticas adversas,747.0,PS
PAR-007849,PS-EQ-02,2026-09-11,01:00:00,19.8,Correctiva ,Atoro de mineral / obstrucción,42975.0,PS
PAR-007885,PS-EQ-02,2026-12-21,07:00:00,2.6,Correctiva,Atoro de mineral / obstrucción,4860.0,PS
PAR-009115,ps-eq-06,2025-07-25,18:00:00,2.4, correctiva,,3567.0,PS
PAR-010111,PS-EQ-09 ,2026-01-01,12:00:00,1.0,Correctiva ,Falla eléctrica - motor/tablero,1231.0,PS
PAR-007348, PS-EQ-01,2025-01-21,16:00:00,4.1,Correctiva,Falla eléctrica - motor/tablero,3596.0,PS
PAR-008588,PS-EQ-04	,2027-11-26,06:00:00,0.6,Operativa ,Corte de energía externo,157.0,PS
PAR-008541,PS-EQ-04	,2027-05-11,08:00:00,5.8,Preventiva,Mantenimiento programado (plan anual),10513.0,PS
PAR-007384,PS_EQ_01,2025-06-13,16:00:00,6.2, preventiva,Mantenimiento programado (plan anual),5659.0,PS
PAR-010108,ps-eq-09,2025-12-06,13:00:00,4.0, preventiva,Mantenimiento programado (plan anual),6267.0,PS
PAR-009211,PS-EQ-06 ,2026-08-12,14:00:00,7.6,Correctiva,Falla de lubricación,8830.0,PS
PAR-009792,ps-eq-08,2025-12-27,15:00:00,7.5, correctiva,Atoro de mineral / obstrucción,10339.0,PS
PAR-009762,PSEQ08,2025-09-11,18:00:00,1.5, correctiva,Falla de lubricación,1400.0,PS
PAR-007426, PS-EQ-01,2025-12-21,01:00:00,10.7,CORRECTIVA,Rotura de faja/correa,15665.0,PS
PAR-007697, PS-EQ-02,2025-01-25,02:00:00,2.6,Operativa ,Corte de energía externo,1366.0,PS
PAR-009779, PS-EQ-08,2025-11-19,18:00:00,1.0,Operativa,Espera de insumos (reactivos/bolas de molienda),207.0,PS
PAR-009071,PS_EQ_06,2025-01-15,01:00:00,1.1,Operativa,Condiciones climáticas adversas,507.0,PS
PAR-009573,PS-EQ-07,2027-06-06,02:00:00,9.9,Correctiva,Falla de lubricación,13951.0,PS
PAR-008353,PS-EQ-04	,2025-04-26,13:00:00,2.9,CORRECTIVA,Falla mecánica - desgaste de componente,5797.0,PS
PAR-010068,ps-eq-09,2025-05-28,17:00:00,0.8,Operativa,,400.0,PS
PAR-007590,PS-EQ-01 ,2027-10-24,10:00:00,8.7,Preventiva ,Mantenimiento programado (plan anual),16741.0,PS
PAR-009420,PS_EQ_07,2025-04-11,01:00:00,7.9,Preventiva,Mantenimiento programado (plan anual),15286.0,PS
PAR-007465,PS-EQ-01	,2026-05-20,00:00:00,3.5,Correctiva,,4566.0,PS
PAR-010026,PS-EQ-09	,2024-11-24,20:00:00,2.0,CORRECTIVA,Falla eléctrica - motor/tablero,4190.0,PS
PAR-007944,PS-EQ-02,2027-07-13,09:00:00,6.1,Preventiva,Mantenimiento programado (plan anual),12496.0,PS
PAR-007873,ps-eq-02,2026-11-11,01:00:00,1.9,Correctiva,Falla mecánica - desgaste de componente,2816.0,PS
PAR-008230,PS_EQ_03,2027-11-13,19:00:00,1.7,OPERATIVA,Condiciones climáticas adversas,441.0,PS
PAR-008706,PS-EQ-05 ,2025-01-24,00:00:00,11.4,Correctiva,Falla mecánica - desgaste de componente,11099.0,PS
PAR-008837,PS_EQ_05,2026-07-26,01:00:00,20.0, correctiva,Falla mecánica - desgaste de componente,26808.0,PS
PAR-010399,PS-EQ-10	,2026-04-25,18:00:00,1.2, operativa,Falta de mineral en cancha,334.0,PS
PAR-007472,PS-EQ-01	,2026-06-09,05:00:00,6.9, correctiva,Atoro de mineral / obstrucción,10010.0,PS
PAR-009192,ps-eq-06,2026-05-15,02:00:00,15.2,Correctiva,Rotura de faja/correa,22963.0,PS
PAR-010425,PS-EQ-10	,2026-09-25,07:00:00,0.6,Operativa,Corte de energía externo,319.0,PS
PAR-010159,PS-EQ-09 ,2026-10-09,02:00:00,20.0, correctiva,Falla eléctrica - motor/tablero,16571.0,PS
PAR-009530,PS-EQ-07,2026-10-11,20:00:00,2.2, operativa,Espera de insumos (reactivos/bolas de molienda),1149.0,PS
PAR-008397,PS-EQ-04,2025-11-21,00:00:00,8.2, correctiva,Falla mecánica - desgaste de componente,11387.0,PS
PAR-009130, PS-EQ-06,2025-09-15,08:00:00,7.0,Correctiva,Rotura de faja/correa,15294.0,PS
PAR-010234,ps-eq-09,2027-12-27,06:00:00,0.5,Correctiva ,Rotura de faja/correa,968.0,PS
PAR-009621,PS_EQ_08,2024-01-24,03:00:00,2.4,Operativa ,Espera de insumos (reactivos/bolas de molienda),1040.0,PS
PAR-009248,PS-EQ-06,2026-12-17,11:00:00,2.6,Operativa,Corte de energía externo,586.0,PS
PAR-009224,PS_EQ_06,2026-10-04,16:00:00,4.2,Correctiva,Falla eléctrica - motor/tablero,7010.0,PS
PAR-009546,PSEQ07,2027-01-08,04:00:00,2.1,CORRECTIVA,Falla de lubricación,1712.0,PS
PAR-010355, PS-EQ-10,2025-09-01,06:00:00,1.5, operativa,Condiciones climáticas adversas,577.0,PS
PAR-007786,PS-EQ-02 ,2026-02-01,02:00:00,7.5,Preventiva ,Mantenimiento programado (plan anual),7359.0,PS
PAR-007392, PS-EQ-01,2025-07-23,07:00:00,2.2,Operativa,Corte de energía externo,1098.0,PS
PAR-008332,PS-EQ-04,2025-01-27,00:00:00,19.0,CORRECTIVA,Rotura de faja/correa,33666.0,PS
PAR-010205,PSEQ09,2027-05-30,15:00:00,2.5,CORRECTIVA,Falla mecánica - desgaste de componente,3892.0,PS
PAR-007820, PS-EQ-02,2026-05-23,03:00:00,7.1, preventiva,Mantenimiento programado (plan anual),8271.0,PS
PAR-008618,PS-EQ-05 ,2024-03-19,06:00:00,5.1,Preventiva,Mantenimiento programado (plan anual),4450.0,PS
PAR-008333,ps-eq-04,2025-02-06,19:00:00,2.2,Correctiva,,3391.0,PS
PAR-007920,PS-EQ-02 ,2027-05-05,01:00:00,1.5,Operativa,Condiciones climáticas adversas,581.0,PS
PAR-007276,PS-EQ-01 ,2024-02-24,03:00:00,20.0,CORRECTIVA,Falla eléctrica - motor/tablero,37945.0,PS
PAR-008438,PS_EQ_04,2026-04-25,06:00:00,5.1,Correctiva,Falla de lubricación,6104.0,PS
PAR-008123,PS-EQ-03	,2026-02-28,06:00:00,5.7,Preventiva ,Mantenimiento programado (plan anual),9510.0,PS
PAR-008670,PS-EQ-05	,2024-10-05,06:00:00,14.9,Correctiva ,Falla de lubricación,22357.0,PS
PAR-009458,PS-EQ-07 ,2025-10-01,03:00:00,6.3, correctiva,Falla de lubricación,7649.0,PS
PAR-008901,PS-EQ-05	,2027-03-17,05:00:00,8.7, preventiva,Mantenimiento programado (plan anual),17880.0,PS
PAR-008185,PSEQ03,2027-03-14,16:00:00,3.4, correctiva,Falla de lubricación,4815.0,PS
PAR-008885,PS-EQ-05	,2027-01-16,16:00:00,2.2, correctiva,Rotura de faja/correa,1984.0,PS
PAR-008444,PS-EQ-04	,2026-05-08,03:00:00,19.0,Correctiva ,Falla mecánica - desgaste de componente,20896.0,PS
PAR-010331,ps-eq-10,2025-04-25,07:00:00,6.6,Preventiva,Mantenimiento programado (plan anual),6060.0,PS
PAR-007704,ps-eq-02,2025-02-13,13:00:00,8.8, preventiva,Mantenimiento programado (plan anual),15950.0,PS
PAR-007943,PS-EQ-02,2027-07-12,02:00:00,10.1,Correctiva,Rotura de faja/correa,12226.0,PS
PAR-009954,PS-EQ-08 ,2027-11-05,08:00:00,1.8,Operativa,Condiciones climáticas adversas,964.0,PS
PAR-010370,PSEQ10,2025-11-06,17:00:00,0.8,Correctiva,Atoro de mineral / obstrucción,789.0,PS
PAR-008433,PS-EQ-04 ,2026-04-12,10:00:00,1.7,OPERATIVA,Corte de energía externo,753.0,PS
PAR-008221,PSEQ03,2027-10-07,08:00:00,4.7, correctiva,Falla eléctrica - motor/tablero,9202.0,PS
PAR-010509,PS-EQ-10 ,2027-11-06,01:00:00,2.7,Operativa,Condiciones climáticas adversas,594.0,PS
PAR-008806,ps-eq-05,2026-04-01,05:00:00,11.3,CORRECTIVA,Rotura de faja/correa,20584.0,PS
PAR-009165,PS-EQ-06,2026-02-03,13:00:00,2.8,Operativa,Condiciones climáticas adversas,709.0,PS
PAR-008426,PS-EQ-04	,2026-03-23,03:00:00,16.3,Correctiva ,Falla eléctrica - motor/tablero,14911.0,PS
PAR-007332,PS-EQ-01,2024-10-31,06:00:00,8.8,PREVENTIVA,Mantenimiento programado (plan anual),14469.0,PS
PAR-009727,PS-EQ-08	,2025-04-29,15:00:00,2.6,OPERATIVA,Corte de energía externo,,PS
PAR-009764,ps-eq-08,2025-09-15,02:00:00,8.1,Preventiva ,Mantenimiento programado (plan anual),14503.0,PS
PAR-008856,PS-EQ-05	,2026-09-23,06:00:00,16.8, correctiva,Atoro de mineral / obstrucción,28611.0,PS
PAR-007499,ps-eq-01,2026-09-27,07:00:00,3.9, correctiva,Falla mecánica - desgaste de componente,8441.0,PS
PAR-007397,PS-EQ-01,2025-08-26,06:00:00,3.3,Correctiva,Falla mecánica - desgaste de componente,2681.0,PS
PAR-010462, PS-EQ-10,2027-04-17,21:00:00,0.8,OPERATIVA,Condiciones climáticas adversas,376.0,PS
PAR-008441,PS-EQ-04	,2026-04-29,20:00:00,2.3,Operativa ,Condiciones climáticas adversas,1157.0,PS
PAR-008788,PS-EQ-05,2026-01-16,20:00:00,1.1, operativa,Condiciones climáticas adversas,421.0,PS
PAR-009755,PS-EQ-08,2025-07-19,16:00:00,6.2,Correctiva,Rotura de faja/correa,6107.0,PS
PAR-008294,PS-EQ-04 ,2024-09-16,08:00:00,1.5,Operativa,Espera de insumos (reactivos/bolas de molienda),404.0,PS
PAR-007550,PS-EQ-01,2027-04-05,07:00:00,1.2,Operativa,Corte de energía externo,504.0,PS
PAR-007665, PS-EQ-02,2024-09-24,03:00:00,4.9,Correctiva,Falla eléctrica - motor/tablero,7753.0,PS
PAR-009280,PS-EQ-06,2027-05-19,17:00:00,1.1,Operativa ,Corte de energía externo,378.0,PS
PAR-008107,PSEQ03,2025-11-17,04:00:00,5.8,PREVENTIVA,Mantenimiento programado (plan anual),10813.0,PS
PAR-010220,PS_EQ_09,2027-09-25,12:00:00,1.4,Operativa,Condiciones climáticas adversas,828.0,PS
PAR-009536, PS-EQ-07,2026-11-17,05:00:00,1.0, correctiva,Falla mecánica - desgaste de componente,1024.0,PS
PAR-009421,PS-EQ-07 ,2025-04-13,10:00:00,0.7,Correctiva,Falla mecánica - desgaste de componente,,PS
PAR-007823, PS-EQ-02,2026-06-04,12:00:00,9.2,Correctiva ,Rotura de faja/correa,16939.0,PS
